11	-388520180660395974648746225556580450869114659200037963101207507033282818252616597/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-24246196556615648214632130915092967698183215247061056653012206296075459897212741/25000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	11	28	0
12	-24246196556615648214632130915092967698183215247061056653012206296075459897212741/25000000000000000000000000000000000000000000000000000000000000000000000000000000	-77471621830260953643896392745278903094549645741183169959036618888226379691638223/80000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	12	28	0
13	-77471621830260953643896392745278903094549645741183169959036618888226379691638223/80000000000000000000000000000000000000000000000000000000000000000000000000000000	-193388536698379582502424916405650773887282506729427396571085444072528219280489187/200000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	13	28	0
14	-193388536698379582502424916405650773887282506729427396571085444072528219280489187/200000000000000000000000000000000000000000000000000000000000000000000000000000000	-386196037642213561790217701896208580076381798211793736489158681848980978663765633/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	14	28	0
15	-386196037642213561790217701896208580076381798211793736489158681848980978663765633/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-96403750471916989643896392745278903094549645741183169959036618888226379691638223/100000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	15	28	0
16	-96403750471916989643896392745278903094549645741183169959036618888226379691638223/100000000000000000000000000000000000000000000000000000000000000000000000000000000	-385033966133122355360953440066022644680015367717671623183134269256830058869340151/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	16	28	0
17	-385033966133122355360953440066022644680015367717671623183134269256830058869340151/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-38445293037857675214632130915092967698183215247061056653012206296075459897212741/40000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	17	28	0
18	-38445293037857675214632130915092967698183215247061056653012206296075459897212741/40000000000000000000000000000000000000000000000000000000000000000000000000000000	-383871894624031148931689178235836709283648937223549509877109856664679139074914669/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	18	28	0
19	-383871894624031148931689178235836709283648937223549509877109856664679139074914669/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-47911357358685693214632130915092967698183215247061056653012206296075459897212741/50000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	19	28	0
20	-47911357358685693214632130915092967698183215247061056653012206296075459897212741/50000000000000000000000000000000000000000000000000000000000000000000000000000000	-382709823114939942502424916405650773887282506729427396571085444072528219280489187/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	20	28	0
21	-382709823114939942502424916405650773887282506729427396571085444072528219280489187/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-191064393680197169643896392745278903094549645741183169959036618888226379691638223/200000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	21	28	0
22	-191064393680197169643896392745278903094549645741183169959036618888226379691638223/200000000000000000000000000000000000000000000000000000000000000000000000000000000	-76309550321169747214632130915092967698183215247061056653012206296075459897212741/80000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	22	28	0
23	-76309550321169747214632130915092967698183215247061056653012206296075459897212741/80000000000000000000000000000000000000000000000000000000000000000000000000000000	-95241678962825783214632130915092967698183215247061056653012206296075459897212741/100000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	23	28	0
24	-95241678962825783214632130915092967698183215247061056653012206296075459897212741/100000000000000000000000000000000000000000000000000000000000000000000000000000000	-380385680096757529643896392745278903094549645741183169959036618888226379691638223/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	24	28	0
25	-380385680096757529643896392745278903094549645741183169959036618888226379691638223/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-189902322171105963214632130915092967698183215247061056653012206296075459897212741/200000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	25	28	0
26	-189902322171105963214632130915092967698183215247061056653012206296075459897212741/200000000000000000000000000000000000000000000000000000000000000000000000000000000	-379223608587666323214632130915092967698183215247061056653012206296075459897212741/400000000000000000000000000000000000000000000000000000000000000000000000000000000	negative	0	26	28	0
27	-379223608587666323214632130915092967698183215247061056653012206296075459897212741/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-4733032160414009/5000000000000000	negative	0	27	28	0
28	-4533032160414009/5000000000000000	-22084816006661714627622630420603687740365669240947162467463175069371863702352741959/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	0	122	0
29	-22084816006661714627622630420603687740365669240947162467463175069371863702352741959/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-11024217535251532667622630420603687740365669240947162467463175069371863702352741959/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	1	122	0
30	-11024217535251532667622630420603687740365669240947162467463175069371863702352741959/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-22012054134344416042867891261811063221097007722841487402389525208115591107058225877/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	2	122	0
31	-22012054134344416042867891261811063221097007722841487402389525208115591107058225877/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-5493918299546441687622630420603687740365669240947162467463175069371863702352741959/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	3	122	0
32	-5493918299546441687622630420603687740365669240947162467463175069371863702352741959/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-4387858452405423491622630420603687740365669240947162467463175069371863702352741959/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	4	122	0
33	-4387858452405423491622630420603687740365669240947162467463175069371863702352741959/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-10951455662934234082867891261811063221097007722841487402389525208115591107058225877/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	5	122	0
34	-10951455662934234082867891261811063221097007722841487402389525208115591107058225877/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-21866530389709818873358412944225814182559684686630137272242225485603045916469193713/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	6	122	0
35	-21866530389709818873358412944225814182559684686630137272242225485603045916469193713/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-2728768681693896197622630420603687740365669240947162467463175069371863702352741959/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	7	122	0
36	-2728768681693896197622630420603687740365669240947162467463175069371863702352741959/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	-21793768517392520288603673785433189663291023168524462207168575624346773321174677631/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	8	122	0
37	-21793768517392520288603673785433189663291023168524462207168575624346773321174677631/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-2175738758123387099622630420603687740365669240947162467463175069371863702352741959/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	9	122	0
38	-2175738758123387099622630420603687740365669240947162467463175069371863702352741959/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	-21721006645075221703848934626640565144022361650418787142094925763090500725880161549/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	10	122	0
39	-21721006645075221703848934626640565144022361650418787142094925763090500725880161549/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-5421156427229143102867891261811063221097007722841487402389525208115591107058225877/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	11	122	0
40	-5421156427229143102867891261811063221097007722841487402389525208115591107058225877/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-21648244772757923119094195467847940624753700132313112077021275901834228130585645467/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	12	122	0
41	-21648244772757923119094195467847940624753700132313112077021275901834228130585645467/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10805931918299636913358412944225814182559684686630137272242225485603045916469193713/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	13	122	0
42	-10805931918299636913358412944225814182559684686630137272242225485603045916469193713/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-4315096580088124906867891261811063221097007722841487402389525208115591107058225877/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	14	122	0
43	-4315096580088124906867891261811063221097007722841487402389525208115591107058225877/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-1346193872767623452622630420603687740365669240947162467463175069371863702352741959/1525000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	15	122	0
44	-1346193872767623452622630420603687740365669240947162467463175069371863702352741959/1525000000000000000000000000000000000000000000000000000000000000000000000000000000	-21502721028123325949584717150262691586216377096101761946873976179321682939996613303/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	16	122	0
45	-21502721028123325949584717150262691586216377096101761946873976179321682939996613303/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10733170045982338328603673785433189663291023168524462207168575624346773321174677631/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	17	122	0
46	-10733170045982338328603673785433189663291023168524462207168575624346773321174677631/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-21429959155806027364829977991470067066947715577996086881800326318065410344702097221/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	18	122	0
47	-21429959155806027364829977991470067066947715577996086881800326318065410344702097221/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-1069678910982368903622630420603687740365669240947162467463175069371863702352741959/1220000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	19	122	0
48	-1069678910982368903622630420603687740365669240947162467463175069371863702352741959/1220000000000000000000000000000000000000000000000000000000000000000000000000000000	-21357197283488728780075238832677442547679054059890411816726676456809137749407581139/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	20	122	0
49	-21357197283488728780075238832677442547679054059890411816726676456809137749407581139/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10660408173665039743848934626640565144022361650418787142094925763090500725880161549/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	21	122	0
50	-10660408173665039743848934626640565144022361650418787142094925763090500725880161549/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-21284435411171430195320499673884818028410392541784736751653026595552865154113065057/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	22	122	0
51	-21284435411171430195320499673884818028410392541784736751653026595552865154113065057/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-2656006809376597612867891261811063221097007722841487402389525208115591107058225877/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	23	122	0
52	-2656006809376597612867891261811063221097007722841487402389525208115591107058225877/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	-848466941554165264422630420603687740365669240947162467463175069371863702352741959/976000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	24	122	0
53	-848466941554165264422630420603687740365669240947162467463175069371863702352741959/976000000000000000000000000000000000000000000000000000000000000000000000000000000	-10587646301347741159094195467847940624753700132313112077021275901834228130585645467/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	25	122	0
54	-10587646301347741159094195467847940624753700132313112077021275901834228130585645467/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-21138911666536833025811021356299568989873069505573386621505726873040319963524032893/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	26	122	0
55	-21138911666536833025811021356299568989873069505573386621505726873040319963524032893/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-5275632682594545933358412944225814182559684686630137272242225485603045916469193713/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	27	122	0
56	-5275632682594545933358412944225814182559684686630137272242225485603045916469193713/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-21066149794219534441056282197506944470604407987467711556432077011784047368229516811/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	28	122	0
57	-21066149794219534441056282197506944470604407987467711556432077011784047368229516811/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-2102976885806088514867891261811063221097007722841487402389525208115591107058225877/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	29	122	0
58	-2102976885806088514867891261811063221097007722841487402389525208115591107058225877/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	-20993387921902235856301543038714319951335746469362036491358427150527774772935000729/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	30	122	0
59	-20993387921902235856301543038714319951335746469362036491358427150527774772935000729/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-654906468304487080122630420603687740365669240947162467463175069371863702352741959/762500000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	31	122	0
60	-654906468304487080122630420603687740365669240947162467463175069371863702352741959/762500000000000000000000000000000000000000000000000000000000000000000000000000000	-20920626049584937271546803879921695432067084951256361426284777289271502177640484647/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	32	122	0
61	-20920626049584937271546803879921695432067084951256361426284777289271502177640484647/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10442122556713143989584717150262691586216377096101761946873976179321682939996613303/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	33	122	0
62	-10442122556713143989584717150262691586216377096101761946873976179321682939996613303/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-4169572835453527737358412944225814182559684686630137272242225485603045916469193713/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	34	122	0
63	-4169572835453527737358412944225814182559684686630137272242225485603045916469193713/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-5202870810277247348603673785433189663291023168524462207168575624346773321174677631/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	35	122	0
64	-5202870810277247348603673785433189663291023168524462207168575624346773321174677631/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-20775102304950340102037325562336446393529761915045011296137477566758956987051452483/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	36	122	0
65	-20775102304950340102037325562336446393529761915045011296137477566758956987051452483/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10369360684395845404829977991470067066947715577996086881800326318065410344702097221/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	37	122	0
66	-10369360684395845404829977991470067066947715577996086881800326318065410344702097221/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-20702340432633041517282586403543821874261100396939336231063827705502684391756936401/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	38	122	0
67	-20702340432633041517282586403543821874261100396939336231063827705502684391756936401/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-516648987411859805622630420603687740365669240947162467463175069371863702352741959/610000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	39	122	0
68	-516648987411859805622630420603687740365669240947162467463175069371863702352741959/610000000000000000000000000000000000000000000000000000000000000000000000000000000	-20629578560315742932527847244751197354992438878833661165990177844246411796462420319/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	40	122	0
69	-20629578560315742932527847244751197354992438878833661165990177844246411796462420319/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10296598812078546820075238832677442547679054059890411816726676456809137749407581139/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	41	122	0
70	-10296598812078546820075238832677442547679054059890411816726676456809137749407581139/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-20556816687998444347773108085958572835723777360727986100916527982990139201167904237/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	42	122	0
71	-20556816687998444347773108085958572835723777360727986100916527982990139201167904237/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-5130108937959948763848934626640565144022361650418787142094925763090500725880161549/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	43	122	0
72	-5130108937959948763848934626640565144022361650418787142094925763090500725880161549/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-4096810963136229152603673785433189663291023168524462207168575624346773321174677631/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	44	122	0
73	-4096810963136229152603673785433189663291023168524462207168575624346773321174677631/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-10223836939761248235320499673884818028410392541784736751653026595552865154113065057/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	45	122	0
74	-10223836939761248235320499673884818028410392541784736751653026595552865154113065057/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-20411292943363847178263629768373323797186454324516635970769228260477594010578872073/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	46	122	0
75	-20411292943363847178263629768373323797186454324516635970769228260477594010578872073/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-1273432000450324867867891261811063221097007722841487402389525208115591107058225877/1525000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	47	122	0
76	-1273432000450324867867891261811063221097007722841487402389525208115591107058225877/1525000000000000000000000000000000000000000000000000000000000000000000000000000000	-20338531071046548593508890609580699277917792806410960905695578399221321415284355991/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	48	122	0
77	-20338531071046548593508890609580699277917792806410960905695578399221321415284355991/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-406043002697757986022630420603687740365669240947162467463175069371863702352741959/488000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	49	122	0
78	-406043002697757986022630420603687740365669240947162467463175069371863702352741959/488000000000000000000000000000000000000000000000000000000000000000000000000000000	-20265769198729250008754151450788074758649131288305285840621928537965048819989839909/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	50	122	0
79	-20265769198729250008754151450788074758649131288305285840621928537965048819989839909/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-5057347065642650179094195467847940624753700132313112077021275901834228130585645467/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	51	122	0
80	-5057347065642650179094195467847940624753700132313112077021275901834228130585645467/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-20193007326411951423999412291995450239380469770199610775548278676708776224695323827/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	52	122	0
81	-20193007326411951423999412291995450239380469770199610775548278676708776224695323827/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10078313195126651065811021356299568989873069505573386621505726873040319963524032893/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	53	122	0
82	-10078313195126651065811021356299568989873069505573386621505726873040319963524032893/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-4024049090818930567848934626640565144022361650418787142094925763090500725880161549/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	54	122	0
83	-4024049090818930567848934626640565144022361650418787142094925763090500725880161549/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-2510483064742000443358412944225814182559684686630137272242225485603045916469193713/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	55	122	0
84	-2510483064742000443358412944225814182559684686630137272242225485603045916469193713/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	-20047483581777354254489933974410201200843146733988260645400978954196231034106291663/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	56	122	0
85	-20047483581777354254489933974410201200843146733988260645400978954196231034106291663/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-10005551322809352481056282197506944470604407987467711556432077011784047368229516811/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	57	122	0
86	-10005551322809352481056282197506944470604407987467711556432077011784047368229516811/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-19974721709460055669735194815617576681574485215882585580327329092939958438811775581/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	58	122	0
87	-19974721709460055669735194815617576681574485215882585580327329092939958438811775581/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-996917038665070318867891261811063221097007722841487402389525208115591107058225877/1220000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	59	122	0
88	-996917038665070318867891261811063221097007722841487402389525208115591107058225877/1220000000000000000000000000000000000000000000000000000000000000000000000000000000	-326261636674471427622630420603687740365669240947162467463175069371863702352741959/400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	60	122	0
89	-326261636674471427622630420603687740365669240947162467463175069371863702352741959/400000000000000000000000000000000000000000000000000000000000000000000000000000000	-9932789450492053896301543038714319951335746469362036491358427150527774772935000729/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	61	122	0
90	-9932789450492053896301543038714319951335746469362036491358427150527774772935000729/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-19829197964825458500225716498032327643037162179671235450180029370427413248222743417/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	62	122	0
91	-19829197964825458500225716498032327643037162179671235450180029370427413248222743417/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-309262766072918893872630420603687740365669240947162467463175069371863702352741959/381250000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	63	122	0
92	-309262766072918893872630420603687740365669240947162467463175069371863702352741959/381250000000000000000000000000000000000000000000000000000000000000000000000000000	-3951287218501631983094195467847940624753700132313112077021275901834228130585645467/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	64	122	0
93	-3951287218501631983094195467847940624753700132313112077021275901834228130585645467/4880000000000000000000000000000000000000000000000000000000000000000000000000000000	-9860027578174755311546803879921695432067084951256361426284777289271502177640484647/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	65	122	0
94	-9860027578174755311546803879921695432067084951256361426284777289271502177640484647/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-19683674220190861330716238180447078604499839143459885320032729647914868057633711253/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	66	122	0
95	-19683674220190861330716238180447078604499839143459885320032729647914868057633711253/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-4911823321008053009584717150262691586216377096101761946873976179321682939996613303/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	67	122	0
96	-4911823321008053009584717150262691586216377096101761946873976179321682939996613303/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-19610912347873562745961499021654454085231177625354210254959079786658595462339195171/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	68	122	0
97	-19610912347873562745961499021654454085231177625354210254959079786658595462339195171/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-1957453141171491345358412944225814182559684686630137272242225485603045916469193713/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	69	122	0
98	-1957453141171491345358412944225814182559684686630137272242225485603045916469193713/2440000000000000000000000000000000000000000000000000000000000000000000000000000000	-19538150475556264161206759862861829565962516107248535189885429925402322867044679089/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	70	122	0
99	-19538150475556264161206759862861829565962516107248535189885429925402322867044679089/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-2437721192424701858603673785433189663291023168524462207168575624346773321174677631/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	71	122	0
100	-2437721192424701858603673785433189663291023168524462207168575624346773321174677631/3050000000000000000000000000000000000000000000000000000000000000000000000000000000	-19465388603238965576452020704069205046693854589142860124811780064146050271750163007/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	72	122	0
101	-19465388603238965576452020704069205046693854589142860124811780064146050271750163007/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-9714503833540158142037325562336446393529761915045011296137477566758956987051452483/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	73	122	0
102	-9714503833540158142037325562336446393529761915045011296137477566758956987051452483/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-775705069236866679667891261811063221097007722841487402389525208115591107058225877/976000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	74	122	0
103	-775705069236866679667891261811063221097007722841487402389525208115591107058225877/976000000000000000000000000000000000000000000000000000000000000000000000000000000	-4839061448690754424829977991470067066947715577996086881800326318065410344702097221/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	75	122	0
104	-4839061448690754424829977991470067066947715577996086881800326318065410344702097221/6100000000000000000000000000000000000000000000000000000000000000000000000000000000	-19319864858604368406942542386483956008156531552931509994664480341633505081161130843/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	76	122	0
105	-19319864858604368406942542386483956008156531552931509994664480341633505081161130843/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-9641741961222859557282586403543821874261100396939336231063827705502684391756936401/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	77	122	0
106	-9641741961222859557282586403543821874261100396939336231063827705502684391756936401/12200000000000000000000000000000000000000000000000000000000000000000000000000000000	-19247102986287069822187803227691331488887870034825834929590830480377232485866614761/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	78	122	0
107	-19247102986287069822187803227691331488887870034825834929590830480377232485866614761/24400000000000000000000000000000000000000000000000000000000000000000000000000000000	-240134025626605256622630420603687740365669240947162467463175069371863702352741959/305000000000000000000000000000000000000000000000000000000000000000000000000000000	positive	1	79	122	0
