network,regime,direction,epsilon,crossing_fraction,linear_shift_norm,exact_shift_norm,remainder_norm,remainder_over_linear,bound_norm,bound_ratio_actual
0,kink_enriched,isotropic,0.0005,0.00014781951904296875,7.834918004964275e-05,7.836519246352535e-05,2.0190409558385632e-07,0.0025769777738060317,7.217242094489842e-07,3.5745892492271523
0,kink_enriched,isotropic,0.001,0.0002727508544921875,0.0001566983600992855,0.00015673496305393665,7.468864943989034e-07,0.004766396367681636,2.623205240162006e-06,3.512187273212337
0,kink_enriched,isotropic,0.002,0.0005311965942382812,0.000313396720198571,0.00031344479792025246,2.879321698330054e-06,0.009187465958500425,1.064549569961731e-05,3.697223448769713
0,kink_enriched,kink_focused,0.0001,0.00041103363037109375,4.975585937500002e-05,5.532627869817801e-05,5.5704193231779895e-06,0.11195504194179114,2.097167968750035e-05,3.7648296242688892
0,kink_enriched,kink_focused,0.00025,0.0005903244018554688,0.00012438964843750007,0.00015068263054315617,2.6292982105656103e-05,0.21137596605449918,7.550048828124845e-05,2.8715072325328554
0,kink_enriched,kink_focused,0.0005,0.0005931854248046875,0.00024877929687500014,0.00031301629610258006,6.423699922757992e-05,0.25820878197857433,0.0001519775390624968,2.3658878977840825
0,kink_enriched,kink_focused,0.001,0.0005931854248046875,0.0004975585937500003,0.000637723327352561,0.00014016473360256077,0.2817049798018099,0.0003039550781249936,2.1685560291282884
0,kink_enriched,kink_focused,0.002,0.0005950927734375,0.0009951171875000006,0.0012873432150424656,0.0002922260275424651,0.2936599138405143,0.0006103515624999869,2.08862833893635
1,generic,actual_defect,0.0001,9.5367431640625e-07,1.661434630616351e-05,1.6614194276768047e-05,9.662209257734963e-10,5.8155819553072164e-05,1.400063194037867e-09,1.449009389769802
1,generic,actual_defect,0.00025,1.9073486328125e-06,4.1535865765408774e-05,4.153524419676968e-05,3.0225033945804947e-09,7.276851797555757e-05,7.90666737727312e-09,2.6159333324323755
1,generic,actual_defect,0.0005,4.76837158203125e-06,8.307173153081755e-05,8.306884033120897e-05,8.611267131856985e-09,0.00010366061924040211,3.6713397501313575e-08,4.263414075902263
1,generic,actual_defect,0.001,5.7220458984375e-06,0.0001661434630616351,0.00016613177415938135,3.259951645443861e-08,0.00019621305499299119,7.372023266422771e-08,2.261390372684202
1,generic,actual_defect,0.002,9.5367431640625e-06,0.0003322869261232702,0.00033225717881749876,8.448797187482705e-08,0.0002542621007107698,1.5434063189703865e-07,1.8267763857049575
1,generic,isotropic,0.0001,9.5367431640625e-07,1.7486137562934017e-05,1.7486126670676195e-05,2.3974250098494506e-10,1.3710432056369939e-05,6.563643113969754e-10,2.7377887053835006
1,generic,isotropic,0.00025,9.5367431640625e-07,4.371534390733504e-05,4.3715307095655895e-05,8.102810802872773e-10,1.853539301909322e-05,1.6409107784924383e-09,2.025113035973479
1,generic,isotropic,0.0005,1.9073486328125e-06,8.743068781467008e-05,8.743030654701491e-05,2.9367092332827427e-09,3.358899840188595e-05,6.454074017875329e-09,2.197723201442306
1,generic,isotropic,0.001,4.76837158203125e-06,0.00017486137562934016,0.00017485948138848932,9.460716876893782e-09,5.4104097276164624e-05,2.1713405193592236e-08,2.2951120381398997
1,generic,isotropic,0.002,9.5367431640625e-06,0.00034972275125868033,0.00034971608116926973,2.985628179857237e-08,8.537128823079772e-05,9.608586058302794e-08,3.2182795309636463
1,generic,kink_focused,0.0001,0.0,5.073242187499999e-05,5.0732421874999766e-05,2.2374416752787393e-19,4.410279644822771e-15,0.0,0.0
1,generic,kink_focused,0.00025,0.0,0.00012683105468749994,0.00012683105468749996,3.303146137723574e-20,2.604367002909676e-16,0.0,0.0
1,generic,kink_focused,0.0005,0.0,0.0002536621093749999,0.0002536621093749822,1.7672535726118017e-17,6.966959223693882e-14,0.0,0.0
1,generic,kink_focused,0.001,0.0,0.0005073242187499997,0.0005073242187499624,3.729663113552562e-17,7.351636243075699e-14,4.882812499999998e-07,13091832563.260769
1,generic,kink_focused,0.002,0.0,0.0010146484374999995,0.00101464843749994,5.941447079452203e-17,5.855670653858574e-14,1.4648437499999994e-06,24654662919.846405
1,kink_enriched,actual_defect,0.0001,4.863739013671875e-05,1.6590052418060793e-05,1.6581427064945886e-05,3.021831478915148e-08,0.0018214719295434085,1.5235996715375817e-07,5.041974319774315
1,kink_enriched,actual_defect,0.00025,0.0001239776611328125,4.147513104515198e-05,4.141257129534141e-05,2.0953746749191367e-07,0.005052123096701016,8.915729272338734e-07,4.254957062837845
1,kink_enriched,actual_defect,0.0005,0.00025081634521484375,8.295026209030397e-05,8.268793865524239e-05,8.813204558330987e-07,0.01062468560827026,3.5625733480681348e-06,4.042313240875011
1,kink_enriched,actual_defect,0.001,0.0005035400390625,0.00016590052418060793,0.0001648640972814329,3.4035783556448583e-06,0.020515778189703283,1.3578955701665741e-05,3.9896116036655798
1,kink_enriched,actual_defect,0.002,0.0008783340454101562,0.00033180104836121586,0.0003281786630892456,1.2070622649115455e-05,0.03637909737999004,4.1815060382499936e-05,3.464200778869032
1,kink_enriched,isotropic,0.0001,4.00543212890625e-05,1.7485199487703567e-05,1.748208142870676e-05,1.076542685384478e-08,0.0006156879629206144,3.733645693682385e-08,3.468181749197381
1,kink_enriched,isotropic,0.00025,0.00010776519775390625,4.3712998719258916e-05,4.368966772365605e-05,6.585927105168853e-08,0.0015066289886598993,2.3064170575003131e-07,3.5020385447178133
1,kink_enriched,isotropic,0.0005,0.00020313262939453125,8.742599743851783e-05,8.734041982704723e-05,2.4541946306298806e-07,0.002807168007840904,9.229487821134132e-07,3.7606992151088443
1,kink_enriched,isotropic,0.001,0.00039577484130859375,0.00017485199487703566,0.00017453132801126448,9.578075558095267e-07,0.0054778188632225965,3.649141133070782e-06,3.8098896912402975
1,kink_enriched,isotropic,0.002,0.0007753372192382812,0.0003497039897540713,0.00034850584178649694,3.661880535327915e-06,0.010471371910578217,1.3511167562962342e-05,3.6896800517148605
1,kink_enriched,kink_focused,0.0001,0.00041484832763671875,5.046386718749999e-05,5.62549032134193e-05,5.7910360259193076e-06,0.11475608883485965,2.031250000000033e-05,3.5075761761947923
1,kink_enriched,kink_focused,0.00025,0.0005655288696289062,0.00012615966796874996,0.00015178697950230096,2.5627311533551008e-05,0.20313394879811314,7.452392578124856e-05,2.9079884436446877
1,kink_enriched,kink_focused,0.0005,0.0005779266357421875,0.0002523193359374999,0.0003147878212805337,6.246848534303381e-05,0.24757708366237696,0.00015112304687499688,2.419188588375937
1,kink_enriched,kink_focused,0.001,0.0005779266357421875,0.0005046386718749998,0.0006410817665930146,0.00013644309471801477,0.27037780162795777,0.0003027343749999937,2.2187592243172953
1,kink_enriched,kink_focused,0.002,0.0005779266357421875,0.0010092773437499996,0.0012936696572179872,0.0002843923134679875,0.2817781606107589,0.0006054687499999874,2.1289912607576214
2,generic,actual_defect,0.0001,9.5367431640625e-07,1.8021895898397422e-05,1.802180766878447e-05,5.308609074462798e-10,2.9456440678557356e-05,3.051455761702416e-09,5.748126710594539
2,generic,actual_defect,0.00025,4.76837158203125e-06,4.505473974599356e-05,4.505440531804473e-05,3.3325305204037796e-09,7.396625836020107e-05,8.804471809432865e-09,2.6419778470224147
2,generic,actual_defect,0.0005,5.7220458984375e-06,9.010947949198712e-05,9.0108468026524e-05,8.903785328169441e-09,9.881075085958299e-05,1.7661205164264075e-08,1.9835614307083818
2,generic,actual_defect,0.001,7.62939453125e-06,0.00018021895898397424,0.00018021734091879847,2.0713025622023945e-08,0.00011493255614613681,4.136052433431509e-08,1.9968364394980942
2,generic,actual_defect,0.002,1.52587890625e-05,0.00036043791796794847,0.00036043850245174474,5.6953909092566185e-08,0.00015801308978161046,1.5751316845293604e-07,2.7656252391198057
2,generic,isotropic,0.0001,9.5367431640625e-07,1.8903719875426937e-05,1.8903929497208848e-05,8.976771717962957e-10,4.748680036055717e-05,4.289932174838303e-09,4.778925330421337
2,generic,isotropic,0.00025,3.814697265625e-06,4.725929968856734e-05,4.726000124836129e-05,4.4308673235066036e-09,9.375651676401143e-05,1.2091573909297283e-08,2.7289406399395344
2,generic,isotropic,0.0005,5.7220458984375e-06,9.451859937713468e-05,9.45199059194756e-05,1.1028233752116777e-08,0.00011667792185655953,2.6453464921130517e-08,2.398703683266869
2,generic,isotropic,0.001,6.67572021484375e-06,0.00018903719875426936,0.00018904114775275045,2.6180409968308582e-08,0.00013849342955161255,8.577761929580205e-08,3.2764047392548843
2,generic,isotropic,0.002,1.049041748046875e-05,0.0003780743975085387,0.0003780841739737472,6.425723395827319e-08,0.00016995923125638773,2.1198691978476782e-07,3.2990358707694463
2,generic,kink_focused,0.0001,0.0,4.9707031250000014e-05,4.970703124999981e-05,2.0342104238450272e-19,4.092399752489798e-15,0.0,0.0
2,generic,kink_focused,0.00025,0.0,0.00012426757812500003,0.00012426757812500176,1.7348209939853304e-18,1.3960366977139316e-14,0.0,0.0
2,generic,kink_focused,0.0005,0.0,0.00024853515625000006,0.000248535156249983,1.707622384251178e-17,6.870747825042067e-14,0.0,0.0
2,generic,kink_focused,0.001,0.0,0.0004970703125000001,0.0004970703124999636,3.6537687253246005e-17,7.35060741597719e-14,2.4414062500000006e-07,6681885016.636093
2,generic,kink_focused,0.002,9.5367431640625e-07,0.0009941406250000002,0.000994370620171309,2.2999517130866884e-07,0.00023135074206294385,1.9531250000000005e-06,8.492026110316797
2,kink_enriched,actual_defect,0.0001,3.910064697265625e-05,1.801677961572408e-05,1.801547411903895e-05,1.4096469036725633e-08,0.0007824078074653802,4.525058880217624e-08,3.2100654911726156
2,kink_enriched,actual_defect,0.00025,0.0001201629638671875,4.50419490393102e-05,4.504100205752814e-05,8.820243161989988e-08,0.001958228573610825,3.5713288958098373e-07,4.049014103375454
2,kink_enriched,actual_defect,0.0005,0.00022602081298828125,9.00838980786204e-05,9.01074898952436e-05,3.553194565617363e-07,0.003944317065982563,1.3586445185975209e-06,3.8237267718027654
2,kink_enriched,actual_defect,0.001,0.0004520416259765625,0.0001801677961572408,0.00018030724446404275,1.3465371710860427e-06,0.007473794983376813,5.413453328034453e-06,4.02027767541557
2,kink_enriched,actual_defect,0.002,0.0008497238159179688,0.0003603355923144816,0.0003610411885708574,5.234548305945626e-06,0.014526870000055925,1.9673482024927703e-05,3.758391531621117
2,kink_enriched,isotropic,0.0001,2.956390380859375e-05,1.889895262649345e-05,1.889691599226593e-05,8.077724781092054e-09,0.0004274165315261077,3.5418863953317285e-08,4.3847574549982244
2,kink_enriched,isotropic,0.00025,7.2479248046875e-05,4.724738156623362e-05,4.723717694221173e-05,4.359155836314287e-08,0.0009226237924324791,1.858263285110978e-07,4.262897117901982
2,kink_enriched,isotropic,0.0005,0.00017642974853515625,9.449476313246725e-05,9.445165348193306e-05,1.8462597423507762e-07,0.001953822287233634,8.314247042218331e-07,4.503292170381237
2,kink_enriched,isotropic,0.001,0.00032329559326171875,0.0001889895262649345,0.00018882901314207034,7.451917188829629e-07,0.003943031836792467,3.0980033559008215e-06,4.157323917319836
2,kink_enriched,isotropic,0.002,0.0006303787231445312,0.000377979052529869,0.0003773372773326594,2.951013551002231e-06,0.007807346812609499,1.1701797255501421e-05,3.9653485330581506
2,kink_enriched,kink_focused,0.0001,0.0004100799560546875,5.0610351562500016e-05,5.625585455160416e-05,5.645502989104141e-06,0.11154838515856515,2.092285156250035e-05,3.706109376415457
2,kink_enriched,kink_focused,0.00025,0.0006008148193359375,0.00012652587890625002,0.00015292410656449594,2.639822765824592e-05,0.2086389589738066,7.702636718749828e-05,2.917861311929319
2,kink_enriched,kink_focused,0.0005,0.0006084442138671875,0.00025305175781250005,0.000318340009521349,6.528825170884896e-05,0.25800354944471326,0.00015563964843749638,2.3838844564496355
2,kink_enriched,kink_focused,0.001,0.0006084442138671875,0.0005061035156250001,0.0006492726267088299,0.0001431691110838298,0.28288503569675194,0.00031152343749999274,2.1759123538707064
2,kink_enriched,kink_focused,0.002,0.0006084442138671875,0.0010122070312500002,0.0013111378610838043,0.0002989308298338041,0.2953257788227837,0.0006240234374999854,2.087517830954145
3,generic,actual_defect,0.0001,0.0,1.8034431302228257e-05,1.8034431302235226e-05,1.3140336009777804e-16,7.286249169472973e-12,0.0,0.0
3,generic,actual_defect,0.00025,0.0,4.508607825557064e-05,4.508607825557552e-05,1.2987929991438367e-16,2.8806963244432634e-12,6.022472888065865e-10,4636976.709942134
3,generic,actual_defect,0.0005,2.86102294921875e-06,9.017215651114128e-05,9.017148910297987e-05,2.769590548913423e-09,3.0714476131789355e-05,1.2742904425302795e-08,4.601006610996034
3,generic,actual_defect,0.001,3.814697265625e-06,0.00018034431302228255,0.00018033867197754893,1.6597182566837044e-08,9.203052920657591e-05,3.8124049311803684e-08,2.297019337967616
3,generic,actual_defect,0.002,7.62939453125e-06,0.0003606886260445651,0.00036067117026917557,4.776733029549032e-08,0.00013243370277383907,9.331593843415162e-08,1.9535514724581857
3,generic,isotropic,0.0001,0.0,1.617952043935131e-05,1.6179520439351857e-05,1.3407940054806507e-16,8.286982364567584e-12,9.235556544329603e-10,6888124.8771833675
3,generic,isotropic,0.00025,0.0,4.044880109837827e-05,4.044880109837152e-05,1.3382196632387464e-16,3.308428499484995e-12,2.308889136082401e-09,17253439.024311222
3,generic,isotropic,0.0005,9.5367431640625e-07,8.089760219675654e-05,8.089760130549267e-05,1.1455705000919293e-10,1.4160747277845266e-06,8.56959428088381e-09,74.80634566092719
3,generic,isotropic,0.001,4.76837158203125e-06,0.00016179520439351308,0.00016179423541760258,4.634750509613355e-09,2.864578419976444e-05,2.6045308530324878e-08,5.6195707786863505
3,generic,isotropic,0.002,8.58306884765625e-06,0.00032359040878702616,0.000323591596264186,3.186541810739028e-08,9.847454449233316e-05,1.3023050278001005e-07,4.086891386176627
3,generic,kink_focused,0.0001,0.0,5.0073242187500015e-05,5.0073242187501045e-05,1.0300473354381e-18,2.05708136809091e-14,2.4414062500000008e-08,23701884039.742905
3,generic,kink_focused,0.00025,9.5367431640625e-07,0.00012518310546875004,0.00012521451725131295,3.141178256290929e-08,0.00025092669210663367,1.8310546875000006e-07,5.829197002216904
3,generic,kink_focused,0.0005,2.86102294921875e-06,0.0002503662109375001,0.0002505229337267403,1.5672278924020594e-07,0.0006259742025625386,6.103515625000001e-07,3.8944659258490244
3,generic,kink_focused,0.001,5.7220458984375e-06,0.0005007324218750001,0.0005014729299731424,7.405080981422781e-07,0.0014788499122334326,1.9531250000000005e-06,2.6375471178503376
3,generic,kink_focused,0.002,6.67572021484375e-06,0.0010014648437500003,0.0010037993779719303,2.3345342219300343e-06,0.00233111949610566,4.394531250000001e-06,1.8824017265280872
3,kink_enriched,actual_defect,0.0001,4.57763671875e-05,1.8017139276803747e-05,1.801850680991234e-05,1.5195768807050972e-08,0.0008434063018325466,7.649794952712672e-08,5.034161186476527
3,kink_enriched,actual_defect,0.00025,0.00011539459228515625,4.5042848192009365e-05,4.504912242739368e-05,1.0210943793113365e-07,0.0022669400810503794,4.3909502405313883e-07,4.3002393603349445
3,kink_enriched,actual_defect,0.0005,0.0002288818359375,9.008569638401873e-05,9.012898842282673e-05,4.865149105638077e-07,0.005400578894232934,1.8376896751499072e-06,3.777252526588061
3,kink_enriched,actual_defect,0.001,0.00041294097900390625,0.00018017139276803746,0.000180361141501607,1.8962661092975412e-06,0.010524790202065532,6.9839732263132595e-06,3.683013260675963
3,kink_enriched,actual_defect,0.002,0.0007686614990234375,0.0003603427855360749,0.00036115472678116816,7.330701641067353e-06,0.020343689218480152,2.5400231318029595e-05,3.464911349786064
3,kink_enriched,isotropic,0.0001,2.288818359375e-05,1.618264643145375e-05,1.618299491174943e-05,2.4094757321186387e-09,0.0001488925647807153,1.6259264316593743e-08,6.748050665070223
3,kink_enriched,isotropic,0.00025,5.054473876953125e-05,4.045661607863438e-05,4.0458985593582386e-05,1.5269670454146457e-08,0.0003774332095513681,8.477866251147149e-08,5.552095100287509
3,kink_enriched,isotropic,0.0005,0.0001049041748046875,8.091323215726875e-05,8.092581586963153e-05,6.252609203955258e-08,0.0007727548433366546,3.388777237929143e-07,5.41978097045547
3,kink_enriched,isotropic,0.001,0.00020313262939453125,0.0001618264643145375,0.0001618909738737469,2.787364522186338e-07,0.0017224404759709861,1.319779973430377e-06,4.734866799535696
3,kink_enriched,isotropic,0.002,0.00039958953857421875,0.000323652928629075,0.0003239492768172059,1.1807910965368746e-06,0.003648325079394321,5.294573665733329e-06,4.483920721676941
3,kink_enriched,kink_focused,0.0001,0.0004367828369140625,4.916992187500001e-05,5.5059876185435616e-05,5.889954310435604e-06,0.11978775002752844,2.062988281250034e-05,3.5025539631010507
3,kink_enriched,kink_focused,0.00025,0.0006055831909179688,0.00012292480468750004,0.00014990167104137112,2.6976866353871083e-05,0.2194582812024944,7.32421874999987e-05,2.7149998276018708
3,kink_enriched,kink_focused,0.0005,0.000614166259765625,0.0002458496093750001,0.00031209030665058123,6.624069727558115e-05,0.2694358451249059,0.00014843749999999718,2.2408806988014134
3,kink_enriched,kink_focused,0.001,0.0006160736083984375,0.0004916992187500002,0.0006366721786525332,0.00014497295990253305,0.29484073672332434,0.0002973632812499943,2.0511637580547086
3,kink_enriched,kink_focused,0.002,0.0006170272827148438,0.0009833984375000003,0.0012862154235263193,0.000302816986026319,0.3079290900605269,0.0005952148437499885,1.9655926556849626
4,generic,actual_defect,0.0001,0.0,1.4793057595514435e-05,1.4793057595522593e-05,1.2726784486190027e-16,8.603214314564053e-12,0.0,0.0
4,generic,actual_defect,0.00025,0.0,3.6982643988786084e-05,3.6982643988771475e-05,1.3750671634017756e-16,3.718141850049242e-12,1.4925841741368866e-09,10854627.423757149
4,generic,actual_defect,0.0005,9.5367431640625e-07,7.396528797757217e-05,7.39654569771144e-05,1.2805460751680834e-09,1.7312797802617517e-05,8.375265273575493e-09,6.540385727609342
4,generic,actual_defect,0.001,2.86102294921875e-06,0.00014793057595514434,0.00014793009289850668,8.88800342618744e-09,6.00822606739696e-05,2.5998288829611794e-08,2.9250988757509857
4,generic,actual_defect,0.002,2.86102294921875e-06,0.0002958611519102887,0.0002958585659132753,2.974272202025626e-08,0.00010052932542247007,6.730043359686144e-08,2.262753003945857
4,generic,isotropic,0.0001,0.0,1.5256832097212676e-05,1.52568320972133e-05,1.2734927157112225e-16,8.347032382586693e-12,0.0,0.0
4,generic,isotropic,0.00025,0.0,3.814208024303168e-05,3.8142080243036806e-05,1.1756701447810582e-16,3.0823440601298766e-12,0.0,0.0
4,generic,isotropic,0.0005,2.86102294921875e-06,7.628416048606337e-05,7.628486853574185e-05,3.062477011102388e-09,4.014564742653074e-05,1.0098142776146003e-08,3.2973774952553896
4,generic,isotropic,0.001,4.76837158203125e-06,0.00015256832097212673,0.00015256879494529016,1.547590561829443e-08,0.00010143590438490688,2.9138584229952432e-08,1.8828354830173575
4,generic,isotropic,0.002,7.62939453125e-06,0.00030513664194425347,0.0003051387630847288,4.6013571421692226e-08,0.00015079661075282665,1.5586238649027248e-07,3.387313387649673
4,generic,kink_focused,0.0001,0.0,5.012207031249999e-05,5.012207031250009e-05,1.0209757411402369e-19,2.036978390506776e-15,0.0,0.0
4,generic,kink_focused,0.00025,0.0,0.00012530517578124997,0.0001253051757812505,5.426335965282453e-19,4.330496271562967e-15,0.0,0.0
4,generic,kink_focused,0.0005,9.5367431640625e-07,0.00025061035156249994,0.0002506330111385407,2.2659576040778406e-08,9.041755817148405e-05,1.2207031249999998e-07,5.387140177747412
4,generic,kink_focused,0.001,1.9073486328125e-06,0.0005012207031249999,0.0005013958145365015,1.7511141150159705e-07,0.0003493698692209166,7.324218749999998e-07,4.182605055372533
4,generic,kink_focused,0.002,3.814697265625e-06,0.0010024414062499998,0.0010035041162700905,1.0627100200907066e-06,0.0010601218320242414,3.906249999999999e-06,3.6757440187367245
4,kink_enriched,actual_defect,0.0001,4.00543212890625e-05,1.478665971442827e-05,1.4785287171795461e-05,1.0354404274139452e-08,0.0007002530980026551,3.577328971120806e-08,3.4548863231613733
4,kink_enriched,actual_defect,0.00025,9.059906005859375e-05,3.6966649286070674e-05,3.695636707124069e-05,5.958268924776236e-08,0.0016117957780450928,2.2560940445756341e-07,3.786492474675205
4,kink_enriched,actual_defect,0.0005,0.0001773834228515625,7.393329857214135e-05,7.389741389869796e-05,2.26463519791295e-07,0.0030630788043403794,8.489493805962794e-07,3.7487246571927217
4,kink_enriched,actual_defect,0.001,0.00033473968505859375,0.0001478665971442827,0.00014774285295591794,8.239510082035098e-07,0.005572259212806049,3.201682682317461e-06,3.8857682683078516
4,kink_enriched,actual_defect,0.002,0.0006704330444335938,0.0002957331942885654,0.0002952449831358843,3.114028890751733e-06,0.01052985918014053,1.1810400804064997e-05,3.7926432985706633
4,kink_enriched,isotropic,0.0001,3.528594970703125e-05,1.5238132263164582e-05,1.523703880894711e-05,1.0322667248642304e-08,0.0006774233922089965,4.706837002282974e-08,4.559710091306144
4,kink_enriched,isotropic,0.00025,0.0001010894775390625,3.809533065791145e-05,3.808505530528725e-05,6.13793553952244e-08,0.0016112041642688151,2.9769222638856677e-07,4.850038330831487
4,kink_enriched,isotropic,0.0005,0.00021076202392578125,7.61906613158229e-05,7.614832957352681e-05,2.681129312843985e-07,0.0035189736728104513,1.2786996915405976e-06,4.7692578101883045
4,kink_enriched,isotropic,0.001,0.000377655029296875,0.0001523813226316458,0.00015225409875650032,1.0496355380158948e-06,0.00688821648144634,4.843323723824958e-06,4.614290911853267
4,kink_enriched,isotropic,0.002,0.0007114410400390625,0.0003047626452632916,0.00030415067764766524,4.1904036885720034e-06,0.013749728694446182,1.6992980766525213e-05,4.055213299107238
4,kink_enriched,kink_focused,0.0001,0.00039196014404296875,4.987792968749999e-05,5.540266679404334e-05,5.524737106543354e-06,0.11076516489672826,2.0434570312500335e-05,3.69874075787211
4,kink_enriched,kink_focused,0.00025,0.0005769729614257812,0.00012469482421874998,0.00015029183966731993,2.5597015448569946e-05,0.2052772888445277,7.482910156249852e-05,2.9233525960417808
4,kink_enriched,kink_focused,0.0005,0.0005807876586914062,0.00024938964843749996,0.0003120976665749031,6.270801813740312e-05,0.25144595427391403,0.00015075683593749692,2.404107806551389
4,kink_enriched,kink_focused,0.001,0.0005817413330078125,0.0004987792968749999,0.0006358585168478645,0.0001370792199728646,0.27482941018543977,0.0003017578124999938,2.201338850335799
4,kink_enriched,kink_focused,0.002,0.0005826950073242188,0.0009975585937499999,0.0012837248757060912,0.0002861662819560913,0.2868666399638155,0.0006049804687499875,2.1140871825102523
5,generic,actual_defect,0.0001,0.0,1.7811730885622813e-05,1.781173088560742e-05,1.260788697162247e-16,7.0784176184692094e-12,0.0,0.0
5,generic,actual_defect,0.00025,0.0,4.452932721405703e-05,4.452932721404236e-05,1.195851706852576e-16,2.685537333865375e-12,7.966813206656392e-11,666204.1088375966
5,generic,actual_defect,0.0005,2.86102294921875e-06,8.905865442811406e-05,8.905889930297588e-05,1.4153077994354756e-09,1.589186147627996e-05,8.276823151752959e-09,5.848072875069535
5,generic,actual_defect,0.001,2.86102294921875e-06,0.00017811730885622813,0.00017811898717394012,9.235586580309258e-09,5.1851145964505865e-05,1.6553646303505918e-08,1.792376278383783
5,generic,actual_defect,0.002,4.76837158203125e-06,0.00035623461771245625,0.00035623232950529116,3.375038402134032e-08,9.474201086370217e-05,8.270515841483301e-08,2.450495329550581
5,generic,isotropic,0.0001,0.0,1.6630434017946042e-05,1.663043401794199e-05,1.267068551723741e-16,7.618974648264962e-12,0.0,0.0
5,generic,isotropic,0.00025,9.5367431640625e-07,4.15760850448651e-05,4.1575985135244404e-05,9.864853133374725e-10,2.3727229542486935e-05,2.392966917298508e-09,2.4257501707781475
