network,condition_number,direction,euclidean_error_epsilon,break_even_epsilon,threshold_over_design_error,downstream_error_ratio_eta_J,candidate_base_ratio,gain,correction_cosine
3,90.80593459817861,trailing_downstream_singular,0.0005,0.01674941534527605,30.179126748245135,0.029851788238149962,0.025141344570214,39.77512010971528,0.9873497331138046
3,90.80593459817861,defect_sensitivity_gradient,0.0005,0.00022186186376781008,0.39975110588794605,2.2536545556259995,4.979955000363389,0.20080502734001204,0.9198071621184211
4,35.74868257403129,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818202,1.2251978538379669,0.9877895298796225
4,35.74868257403129,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818202,1.2251978538379669,0.9877895298796229
4,35.74868257403129,isotropic,0.0005,0.0005520520163189757,0.9946883176918481,0.9057117540009129,0.8246750973224146,1.2125987594955112,0.6645889925421243
4,35.74868257403129,analytic_residual_synthetic,0.0005,0.0006050662188427921,1.090209403320346,0.8263558341701268,0.6905614412527584,1.448097070386502,0.852486438351681
4,35.74868257403129,companion_residual_synthetic,0.0005,0.0005368962427453188,0.9673806175591328,0.9312786348500846,0.8705012574824061,1.1487634180932944,0.5983238300009327
4,35.74868257403129,leading_downstream_singular,0.0005,0.00019833728816548579,0.35736448318105546,2.520958134623769,6.225248607872215,0.16063615495378572,0.2920854336106346
4,35.74868257403129,trailing_downstream_singular,0.0005,0.00709029675722212,12.775309472472287,0.0705189101557285,0.029124059488348997,34.3358727309305,0.9853414887369017
4,35.74868257403129,defect_sensitivity_gradient,0.0005,0.00025935136139322796,0.46729975025806836,1.9278865447785374,3.6508060797920563,0.27391211095412615,0.9256278969494567
5,213.07711403758353,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796227
5,213.07711403758353,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796225
5,213.07711403758353,isotropic,0.0005,0.00047827670346933717,0.8617598260708778,1.0454199344711668,1.0906479161035407,0.9168861786052914,0.7029176928645415
5,213.07711403758353,analytic_residual_synthetic,0.0005,0.00047398905817182816,0.8540343390483389,1.054876671475278,1.1100277825076459,0.9008783525588125,0.8517725280809202
5,213.07711403758353,companion_residual_synthetic,0.0005,0.00048680702327766605,0.8771297716714703,1.0271010402304916,1.0536031355114284,0.9491239787499219,0.661221704878152
5,213.07711403758353,leading_downstream_singular,0.0005,0.00017065054938506996,0.3074784673604864,2.9299641976057123,8.400595776939362,0.11903917609571446,0.4443031036214443
5,213.07711403758353,trailing_downstream_singular,0.0005,0.036361726571898824,65.51662445387176,0.013750722177929024,0.0244563376429288,40.88919668187259,0.9876961592144101
5,213.07711403758353,defect_sensitivity_gradient,0.0005,0.0002109452526862615,0.38008153637164227,2.3702832542225982,5.506149435703214,0.18161512172476768,0.9188889052574708
6,214.45651806143104,actual_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796227
6,214.45651806143104,opposite_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796224
6,214.45651806143104,isotropic,0.0005,0.0005539857356369761,0.9981724966432002,0.9025503146305693,0.8190971415455712,1.2208564152880323,0.7859597268452051
6,214.45651806143104,analytic_residual_synthetic,0.0005,0.000517321413261946,0.9321106545260287,0.966517115244222,0.9357535055634104,1.0686574979998682,0.888975620714843
6,214.45651806143104,companion_residual_synthetic,0.0005,0.0005748655759388958,1.0357938305205328,0.8697685527323114,0.7624075941734658,1.3116343641410217,0.7367538879004137
6,214.45651806143104,leading_downstream_singular,0.0005,0.00016411987662053607,0.29571148940637126,3.0465535942124613,9.080481792641661,0.11012631519291705,0.36260861891541746
6,214.45651806143104,trailing_downstream_singular,0.0005,0.03519657728471186,63.41725636885019,0.01420592678530655,0.024468754754959837,40.86844671968029,0.9876898694071253
6,214.45651806143104,defect_sensitivity_gradient,0.0005,0.00020712205818771201,0.3731928976355171,2.4140354937321864,5.710393399828927,0.17511928338071386,0.9203689455624717
7,89.5440861583051,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379664,0.9877895298796225
7,89.5440861583051,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379664,0.9877895298796225
7,89.5440861583051,isotropic,0.0005,0.0005365818061915286,0.9668140652099614,0.9318243634625378,0.8714933277321121,1.1474557155845369,0.6633588911751628
7,89.5440861583051,analytic_residual_synthetic,0.0005,0.0005952102244576131,1.072450854878582,0.840039333087106,0.7128101082903853,1.4028981749408904,0.8382940989195946
7,89.5440861583051,companion_residual_synthetic,0.0005,0.0005126292821302545,0.9236563641986567,0.9753637129783671,0.9525155771436129,1.0498515971767963,0.5612050423822833
7,89.5440861583051,leading_downstream_singular,0.0005,0.00018354600227732837,0.33071351761680784,2.724112722676063,7.264945705315357,0.13764727784109324,0.522810349646014
7,89.5440861583051,trailing_downstream_singular,0.0005,0.016435459041933564,29.613439715195607,0.03042202829408634,0.025174880878207587,39.722134330559676,0.9873326753866648
7,89.5440861583051,defect_sensitivity_gradient,0.0005,0.0002223051596993443,0.4005498372961158,2.24916057133457,4.960210574780854,0.20160434419544393,0.9110579871252099
8,49.68597673894664,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.225197853837966,0.9877895298796225
8,49.68597673894664,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.225197853837966,0.9877895298796227
8,49.68597673894664,isotropic,0.0005,0.0005813947505271484,1.047558109057925,0.8600008850211529,0.7459218736391767,1.340622973182481,0.7489318723702824
8,49.68597673894664,analytic_residual_synthetic,0.0005,0.0005694417888498662,1.0260212411709302,0.8780528752726038,0.776535666051805,1.28777085679061,0.880484038725502
8,49.68597673894664,companion_residual_synthetic,0.0005,0.0005823733916391516,1.0493214263768498,0.8585557087227098,0.7434985383546178,1.3449925566942293,0.69569821255821
8,49.68597673894664,leading_downstream_singular,0.0005,0.00020771959466610402,0.37426953993892614,2.407091159616973,5.677726495106518,0.1761268354264464,0.41156007149140167
8,49.68597673894664,trailing_downstream_singular,0.0005,0.010320750948803465,18.595947655501735,0.048446087157831025,0.02656190143466862,37.6479071899122,0.9866325941177757
8,49.68597673894664,defect_sensitivity_gradient,0.0005,0.0002521973431692551,0.4544096273319912,1.9825744146100661,3.8594702097221143,0.25910291974296673,0.9385485293898455
9,188.73753541853506,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009006,0.8161947042818201,1.2251978538379669,0.9877895298796224
9,188.73753541853506,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009006,0.8161947042818201,1.2251978538379669,0.9877895298796225
9,188.73753541853506,isotropic,0.0005,0.000634841292068658,1.143858183907492,0.7875984222304259,0.6295270204595683,1.5884941670493802,0.7981173227358226
9,188.73753541853506,analytic_residual_synthetic,0.0005,0.0005798777281188375,1.0448247353492566,0.8622507396896132,0.7497026405687004,1.3338621819998289,0.9029750220655453
9,188.73753541853506,companion_residual_synthetic,0.0005,0.0006464721672066285,1.1648147156876187,0.7734285022052431,0.6079442779257891,1.6448875930074442,0.755196829250793
9,188.73753541853506,leading_downstream_singular,0.0005,0.00019588008928907665,0.3529370978181561,2.5525820506550216,6.381799515488183,0.15669561501784407,0.2201637981738804
9,188.73753541853506,trailing_downstream_singular,0.0005,0.036969925289982906,66.6124779999692,0.013524506638250531,0.02445031732156031,40.899264694540356,0.9876992027698362
9,188.73753541853506,defect_sensitivity_gradient,0.0005,0.00022297628260782793,0.4017590677618521,2.2423909581424106,4.930542519616147,0.2028174376392665,0.9297766449163052
10,63.19394801523265,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379664,0.9877895298796224
10,63.19394801523265,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379664,0.9877895298796224
10,63.19394801523265,isotropic,0.0005,0.0005480890563897284,0.9875478493508618,0.9122605061547995,0.836291579849767,1.1957551936367001,0.7222819221171517
10,63.19394801523265,analytic_residual_synthetic,0.0005,0.0005505754021400965,0.9920277516037773,0.908140825137649,0.8289741330806781,1.2063102575755245,0.8671236053417276
10,63.19394801523265,companion_residual_synthetic,0.0005,0.0005480546297316311,0.9874858193362721,0.91231781080809,0.8363935988905381,1.1956093414948215,0.6664439011370216
10,63.19394801523265,leading_downstream_singular,0.0005,0.00018656129841341718,0.33614648362777866,2.680084263200222,7.032782442857035,0.14219123200884268,0.3100077711603374
10,63.19394801523265,trailing_downstream_singular,0.0005,0.011789544993591784,21.242423411877088,0.04241045776336368,0.026026835109064606,38.42188248434866,0.9869020691458968
10,63.19394801523265,defect_sensitivity_gradient,0.0005,0.00024309173945259233,0.438003134148815,2.056836654038217,4.152164957769032,0.24083821576715542,0.9201447023799517
11,123.42424610199365,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796225
11,123.42424610199365,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796224
11,123.42424610199365,isotropic,0.0005,0.0005254538346722672,0.9467636660761571,0.9515583805984721,0.9077579305297307,1.1016152724949928,0.6640549851592632
11,123.42424610199365,analytic_residual_synthetic,0.0005,0.000554623146137564,0.9993209840316468,0.9015130426525407,0.8172712571873834,1.223583958453981,0.8504298450584229
11,123.42424610199365,companion_residual_synthetic,0.0005,0.0005213216010771398,0.9393182001389906,0.9591008678077299,0.9218192689346487,1.0848113439369793,0.6187403912541688
11,123.42424610199365,leading_downstream_singular,0.0005,0.0001851553641645204,0.3336132687649016,2.700434860508407,7.139621532066316,0.1400634467119414,0.30728180728074195
11,123.42424610199365,trailing_downstream_singular,0.0005,0.02285266123374601,41.17596618692974,0.021879289894765584,0.02473892897371911,40.42212179283628,0.9875532048320134
11,123.42424610199365,defect_sensitivity_gradient,0.0005,0.00022630766244955455,0.4077615539631613,2.2093816647125384,4.787159395213386,0.20889214614409665,0.9383181784160535
12,47.76498506918616,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818202,1.2251978538379666,0.9877895298796227
12,47.76498506918616,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818202,1.2251978538379666,0.9877895298796224
12,47.76498506918616,isotropic,0.0005,0.0005375048777461044,0.968477257200188,0.9302241164705854,0.8685859139784453,1.151296588980622,0.7420977541539082
12,47.76498506918616,analytic_residual_synthetic,0.0005,0.0005478612135741787,0.9871373217552769,0.9126398942134667,0.8369671207694345,1.194790064250896,0.8592634812039396
12,47.76498506918616,companion_residual_synthetic,0.0005,0.0005332623247315086,0.9608330175342495,0.937624836428758,0.8820738209296074,1.1336919612307637,0.6462525502759615
12,47.76498506918616,leading_downstream_singular,0.0005,0.0001965736400502633,0.3541867388293032,2.5435760352820016,6.337017419900205,0.1578029432047463,0.3958474200940741
12,47.76498506918616,trailing_downstream_singular,0.0005,0.009389336981996408,16.917724291885417,0.053251896375508284,0.027038779893131856,36.98391731995314,0.9863911324836793
12,47.76498506918616,defect_sensitivity_gradient,0.0005,0.0002425135393367616,0.4369613321383092,2.0617405583516097,4.171871845244435,0.2397005557924584,0.9246019053463422
13,51.88769109402235,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796223
13,51.88769109402235,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796228
13,51.88769109402235,isotropic,0.0005,0.0005645933100993124,1.0172852434221844,0.8855932067492079,0.7895113635723758,1.2666062151090602,0.7562302713079194
13,51.88769109402235,analytic_residual_synthetic,0.0005,0.0005370911812002692,0.9677318580185029,0.9309406251702378,0.8698870872138981,1.1495744846642473,0.883041946098049
13,51.88769109402235,companion_residual_synthetic,0.0005,0.0005735125892718772,1.033356016706085,0.8718204436188445,0.7658944080983665,1.3056630123242348,0.714514921699987
13,51.88769109402235,leading_downstream_singular,0.0005,0.0002006465697227484,0.3615253508517989,2.491943922544479,6.083333432691162,0.16438355895899284,0.10417831799056076
13,51.88769109402235,trailing_downstream_singular,0.0005,0.010411087228849182,18.75871572765618,0.048025723827814754,0.0265223325242053,37.70407444697262,0.9866531704223613
13,51.88769109402235,defect_sensitivity_gradient,0.0005,0.00023182796086326768,0.4177080375914733,2.1567717635876567,4.563031808165102,0.21915253761996514,0.9315823715867917
14,37.122779396232524,actual_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796225
14,37.122779396232524,opposite_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796223
14,37.122779396232524,isotropic,0.0005,0.0005744064990146739,1.0349666648913043,0.8704636887947655,0.7635879307550889,1.3096068700445938,0.7554053898473727
14,37.122779396232524,analytic_residual_synthetic,0.0005,0.0005415146052756304,0.9757019914876223,0.923336130048608,0.8561285020372871,1.1680489524882642,0.8859637304525113
14,37.122779396232524,companion_residual_synthetic,0.0005,0.0005821973871438773,1.049004301160139,0.8588152592935564,0.7439334639256658,1.3442062341477363,0.7207338876834389
14,37.122779396232524,leading_downstream_singular,0.0005,0.00019666963694466868,0.3543597062066102,2.5423344842024127,6.330856264769486,0.15795651617694895,0.4860350014828448
14,37.122779396232524,trailing_downstream_singular,0.0005,0.0073009235462340805,13.154817200421766,0.06848448649457607,0.028848131567842623,34.66429004763389,0.985483190855079
14,37.122779396232524,defect_sensitivity_gradient,0.0005,0.0002398209653031175,0.43210984739300445,2.084888614171133,4.265528481716436,0.2344375390496989,0.9246708922726107
15,112.60446055090371,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796228
15,112.60446055090371,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796228
15,112.60446055090371,isotropic,0.0005,0.0005101108197041019,0.9191185940614448,0.9801791702634992,0.9617038464539165,1.0398211504376245,0.7055471894228555
15,112.60446055090371,analytic_residual_synthetic,0.0005,0.0005103900208164579,0.9196216591287529,0.9796429781290839,0.9606785110879698,1.0409309550054353,0.8576764584546434
15,112.60446055090371,companion_residual_synthetic,0.0005,0.0005147513132154956,0.9274798436315235,0.9713428351967699,0.9448780951510095,1.0583375835802193,0.6592393177917205
15,112.60446055090371,leading_downstream_singular,0.0005,0.0001717305080062528,0.309424338750005,2.9115385833587273,8.295574958250949,0.12054619541534965,0.3624204762845745
15,112.60446055090371,trailing_downstream_singular,0.0005,0.019337621214176752,34.84256074626442,0.02585633436823353,0.02492416774475408,40.12170076212376,0.9874594961044759
15,112.60446055090371,defect_sensitivity_gradient,0.0005,0.0002221561519356912,0.4002813548390832,2.250669160603474,4.966834202761168,0.20133549041038631,0.9259701765536427
16,40.32762493587234,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796225
16,40.32762493587234,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
16,40.32762493587234,isotropic,0.0005,0.0005714411050222295,1.0296236126526657,0.8749808083556565,0.7712809437530793,1.2965444149753864,0.8033258090375666
16,40.32762493587234,analytic_residual_synthetic,0.0005,0.0005402087570727894,0.9733491118428637,0.9255681131667188,0.8601550619141312,1.1625810790145992,0.8914480245892962
16,40.32762493587234,companion_residual_synthetic,0.0005,0.000594217150003315,1.0706615315375043,0.841443233331806,0.7151134451402752,1.3983795253686526,0.7357707053716136
16,40.32762493587234,leading_downstream_singular,0.0005,0.00022201180573019265,0.40002127158593265,2.2521324861779735,4.97326333881036,0.20107521598468323,0.2403193167812925
16,40.32762493587234,trailing_downstream_singular,0.0005,0.008953208832822966,16.131907806888226,0.05584589942401118,0.027314910975620537,36.61004060721754,0.9862526512643175
16,40.32762493587234,defect_sensitivity_gradient,0.0005,0.0002819400850371514,0.5080001532200926,1.7734264353864926,3.092977211976971,0.32331308362948447,0.9385297225682969
17,58.02124082566806,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818205,1.2251978538379662,0.9877895298796225
17,58.02124082566806,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818205,1.2251978538379662,0.9877895298796227
17,58.02124082566806,isotropic,0.0005,0.000502199824434985,0.9048645485315043,0.99561962324965,0.991470608126965,1.008602768254672,0.7043310777749787
17,58.02124082566806,analytic_residual_synthetic,0.0005,0.0005230021665595606,0.9423462460532622,0.956018984183422,0.916060349135629,1.0916311364677822,0.8420607930965465
17,58.02124082566806,companion_residual_synthetic,0.0005,0.0004981938979297823,0.8976466629365445,1.0036252994621633,1.0070874373098246,0.9929624409487652,0.6126509056122608
17,58.02124082566806,leading_downstream_singular,0.0005,0.00017747326111749366,0.3197716416531417,2.8173258148954754,7.76894307865324,0.12871763763435268,0.49286501732245114
17,58.02124082566806,trailing_downstream_singular,0.0005,0.010297218823414769,18.55354742957616,0.048556800488987736,0.02657238027970485,37.633060699638136,0.9866268012097518
17,58.02124082566806,defect_sensitivity_gradient,0.0005,0.00022406863010012308,0.40372726144166315,2.231459172917599,4.882822418058335,0.20479958400732753,0.9227227679868205
18,227.67908575085073,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796224
18,227.67908575085073,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796227
18,227.67908575085073,isotropic,0.0005,0.0005817808731957675,1.0482538255779594,0.8594301102637857,0.7449642864079253,1.3423462281954588,0.8400290366423803
18,227.67908575085073,analytic_residual_synthetic,0.0005,0.0004911419305822775,0.8849404154635631,1.0180356611116887,1.0355131944966882,0.9657047397508544,0.916948549362187
18,227.67908575085073,companion_residual_synthetic,0.0005,0.0006224971737370784,1.121616529255997,0.8032164981542276,0.6537694433220156,1.5295912193734142,0.8142063356601528
18,227.67908575085073,leading_downstream_singular,0.0005,0.00016168696833588071,0.29132787087546075,3.0923951704093073,9.355070319825884,0.10689390520996232,0.5361948377912659
18,227.67908575085073,trailing_downstream_singular,0.0005,0.03681274112854006,66.32926329466676,0.013582253987936848,0.024451844671368725,40.89670997996012,0.9876984273266838
18,227.67908575085073,defect_sensitivity_gradient,0.0005,0.00019828617224626986,0.35727238242571147,2.521608008948823,6.228446102474584,0.16055368924244146,0.9113965072989293
19,234.8363345433835,actual_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796227
19,234.8363345433835,opposite_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796227
19,234.8363345433835,isotropic,0.0005,0.0005946496812276951,1.071440867076928,0.8408311915138266,0.7141088136754117,1.4003468110877233,0.6965852891532983
19,234.8363345433835,analytic_residual_synthetic,0.0005,0.000636811064886826,1.147407324120407,0.7851622366028769,0.6257884820156973,1.5979840293304024,0.8712709802270555
19,234.8363345433835,companion_residual_synthetic,0.0005,0.0005786052788944146,1.04253203404399,0.8641469724496608,0.7528968348969752,1.3282032194182858,0.6405756495409669
19,234.8363345433835,leading_downstream_singular,0.0005,0.00018826955233123868,0.3392244186148444,2.6557666590735156,6.906176728333724,0.14479791631994238,0.6981714112205218
19,234.8363345433835,trailing_downstream_singular,0.0005,0.04421253157559176,79.66221905512029,0.011309010865960747,0.024396634170291503,40.98926077342789,0.9877263695013117
19,234.8363345433835,defect_sensitivity_gradient,0.0005,0.00021760186947014827,0.3920754404867536,2.297774376743544,5.175889244515805,0.19320351590976678,0.9236076753193765
20,185.66229148678957,actual_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796224
20,185.66229148678957,opposite_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796227
20,185.66229148678957,isotropic,0.0005,0.0005750599738226686,1.036144096977781,0.8694745291978625,0.7619086278722951,1.3124933403006585,0.7159726143316245
20,185.66229148678957,analytic_residual_synthetic,0.0005,0.0005928698447391083,1.0682339544848798,0.8433554252030215,0.7182569078499671,1.3922594952736391,0.8692068982101006
20,185.66229148678957,companion_residual_synthetic,0.0005,0.0005656229559386006,1.0191404611506316,0.8839810950923921,0.7867278537506296,1.2710875752429782,0.6539416914117256
20,185.66229148678957,leading_downstream_singular,0.0005,0.00017109673398187788,0.3082824035709511,2.9223234620770655,8.356965329214677,0.11966066156863811,0.322257050259386
20,185.66229148678957,trailing_downstream_singular,0.0005,0.0317662116969811,57.23641747203801,0.01573999458196388,0.02451357880251209,40.79371714984034,0.9876671817124538
20,185.66229148678957,defect_sensitivity_gradient,0.0005,0.00021795653618816326,0.39271447961831213,2.2940353556011135,5.1591370910792875,0.19383086402745708,0.9257770944112431
21,38.51824643804569,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
21,38.51824643804569,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
21,38.51824643804569,isotropic,0.0005,0.0005162245895010562,0.9301343954973984,0.9685706767344465,0.9396308753485174,1.0642477021937908,0.7045524925044941
21,38.51824643804569,analytic_residual_synthetic,0.0005,0.0005309495803821804,0.9566659105985232,0.941709003028305,0.8895630345791135,1.1241474309610207,0.8517416519593783
21,38.51824643804569,companion_residual_synthetic,0.0005,0.0005149534203993289,0.9278440007195115,0.9709616058327508,0.9441556040789522,1.0591474495091575,0.63411604650293
21,38.51824643804569,leading_downstream_singular,0.0005,0.00018646479825896352,0.3359726094756099,2.6814712732297967,7.040038475827582,0.14204467822634256,0.26752397311317117
21,38.51824643804569,trailing_downstream_singular,0.0005,0.007182297051359227,12.941075768214821,0.06961561133222369,0.029000548551325264,34.48210637223627,0.9854030818563946
21,38.51824643804569,defect_sensitivity_gradient,0.0005,0.00025542646721609134,0.4602278688578222,1.9575105330685991,3.7631133247668767,0.2657374130665995,0.9254303027975126
22,34.035056778535925,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796225
22,34.035056778535925,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796229
22,34.035056778535925,isotropic,0.0005,0.0005185085015001494,0.9342495522525215,0.9643043432333306,0.9315847385539402,1.0734396546172043,0.7733117536690858
