candidate,pooled_ratio,pooled_ratio_unbiased,mean_ratio,wins,n,median,p90,worst,grouped_bootstrap_95,mean_error_correction_inner_product,mean_correction_norm,mean_correction_cosine,extra_trajectory_flops,diagnostic_flops_note,split_provenance,evaluation_split
median_of_groups,1.4656023187417364,1.6076761000466837,1.432325232936645,3,15,1.4017598781381517,2.0017429419129464,2.470191792408678,"[1.281297846473453, 1.7707088437203222]",-9.728134015879596e-09,0.005008019705595076,0.08555910205086534,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
paired2_substitute,1.1873755463540459,1.2445512762055224,1.2134172555462177,5,15,1.117042201863852,1.5987124862149162,2.128188021882091,"[1.064166917335979, 1.350277861618428]",-9.765441312499127e-10,0.0015941234131787083,0.004151746932872299,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
rule_A,1.1461398585365854,1.1907329403703961,1.1949971383646436,5,15,1.2302390891386448,1.5704578124979938,1.9550153276216218,"[1.014993520123965, 1.3322640303353825]",-1.1313928084547512e-08,0.0014149067123232944,0.08668211084166982,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
rule_B,1.1913907168348694,1.249791634856236,1.2687050437763707,5,15,1.249118016866741,1.6882032913244447,2.3095914448150365,"[0.9408983152827776, 1.5833017043760698]",-2.1089603771521715e-08,0.002721626092526314,0.08779069486069228,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
rule_C,1.24347350862175,1.317766957397853,1.3208982444527677,3,15,1.3770907667616288,1.6882032913244447,1.9550153276216218,"[1.1226883431869359, 1.42783208171736]",-8.143465975831255e-09,0.0024288677325118367,0.06458933233003332,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
rule_D_paired,1.4442486004848716,1.5798065132566184,1.4564299337614193,2,15,1.3917870939083508,1.8821392870819325,2.3095914448150365,"[1.3422006204639416, 1.611044377025136]",3.4567819958603026e-09,0.003875047072997304,0.011169416693120245,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
oracle_nested_chooser,0.9180273341500137,0.8930142143003826,0.9776128533872636,7,15,1.065294082554808,1.2282557003249477,1.4313024093409275,"[0.7165180009456431, 1.163555787937559]",-5.799299415945753e-08,0.0026896478880776052,0.34592660150832716,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
oracle_benefit_gate,1.0403256795098346,1.052630647807968,1.0707180890557952,7,15,1.150775675414899,1.3628950236084594,1.5775593408241344,"[0.8777073566115076, 1.2886438534657882]",-2.9626022888283353e-08,0.0014320795532489494,0.15751939026394554,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,['validation'],validation
zero,1.1521983684810897,1.1839520449950887,1.1928213307601885,15,54,1.1477331825970434,1.5607112805258019,2.942282701231545,"[1.0617155082344316, 1.2750810201839429]",0.0,0.0,0.0,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
c2,2.923192996356939,3.324435459661618,3.570778645642801,5,54,2.655855340952225,6.9500725203633476,16.241245644528586,"[2.347538159102004, 3.7202481892805537]",-6.641160881013683e-08,0.01214568535464757,0.12155271624241885,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
c4,1.8039952511434492,1.971735584882778,2.139712139698576,9,54,1.6089842985206584,4.012693985911626,8.119542662895944,"[1.5151634652692363, 2.17421602484856]",-7.405031420166616e-08,0.008919442337382762,0.18697810304702475,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
c8,1.2669334530635212,1.3226247104924496,1.4382066410193841,17,54,1.2761554668626975,2.3230902175485437,3.164577606618758,"[1.0042733403360584, 1.6242490180997453]",-8.143191791663983e-08,0.0066720243581006805,0.2742291506903168,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
c12,1.1797955954959438,1.2173069777465944,1.27067456260239,18,54,1.1527380158184388,2.0427547867364098,2.3344437345833637,"[0.9778718438612182, 1.4547955807230044]",-7.17850855255086e-08,0.005786344674321407,0.26829592220520476,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
c17,1.1277473362230124,1.1543997085870061,1.1974785099197742,22,54,1.0948740844540104,1.791751317993501,3.3465574647635363,"[0.9374178955808361, 1.3942609194103968]",-5.769125610746859e-08,0.004825447977934989,0.2554141518075158,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
choose_c12_if_unstable,1.1355246688297158,1.1637996532243073,1.207186466044532,22,54,1.0923394708727923,1.841208386510617,2.3344437345833637,"[0.9438802182316894, 1.4079725313159053]",-7.443268657035212e-08,0.0056460122815160585,0.2843260375328678,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
count_weighted_8_12_17,1.1127063528187449,1.136220672349202,1.1961658035622957,21,54,1.0853448694026737,1.8451239353194933,2.6930296491937282,"[0.915599764975603, 1.392311639127817]",-6.739534387746454e-08,0.005176606227180886,0.2825990808970592,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
inverse_variance_proxy,1.1095491764365424,1.1324048032455303,1.1867682570852491,22,54,1.0810119821207662,1.850844771846307,2.801888610007195,"[0.9198139641562526, 1.382337000680515]",-6.483192772111995e-08,0.005037259779002799,0.2786786668371015,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
bounded_aitken,1.1428411071966675,1.1726425456489313,1.2281402662480132,21,54,1.114997528077251,1.9054634714318879,2.8487322268484436,"[0.955515318828557, 1.3942709057585587]",-5.5585313152133994e-08,0.004833770739535382,0.230791106228928,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
bounded_richardson,1.2558385254282545,1.3092150094033537,1.3345974880702782,17,54,1.1897946362105052,1.9974452548602146,3.677693528899721,"[1.0545723718705395, 1.5164096314288524]",-5.1082245662283305e-08,0.005350192402173649,0.20296271943989813,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
trimmed_basis_mean,1.1095976931401497,1.1324634421582478,1.2063141212449968,22,54,1.0897719647085613,1.8229520010637321,2.754810724375305,"[0.937305254023861, 1.3360887093340263]",-6.267393112309394e-08,0.004963127873097293,0.2569966374844149,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
median_of_groups,1.1365296087592363,1.1650142572767528,1.2167103845812108,21,54,1.1156127245152352,1.917029757454812,2.8895651464326675,"[0.9625117361542338, 1.36426780813582]",-6.181783728772305e-08,0.005129044143748605,0.26323295841273053,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
paired2_substitute,1.1825947237047387,1.2206900978375017,1.2166710126666926,17,54,1.1047150903137974,1.7142791380435316,3.666658918880574,"[1.0701073047733927, 1.3276315029161063]",3.3641457653638437e-10,0.0014040012431989712,0.02013622012391835,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
rule_A,1.1729687278912861,1.209055796940126,1.2046801016721045,18,54,1.1449051322042698,1.7642814006481533,2.942282701231545,"[1.0743774812145568, 1.3226901685447037]",-1.007031595190961e-08,0.0016793101135219493,0.09539215864079188,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
rule_B,1.1599301348533273,1.1932969167554863,1.2258584368146659,21,54,1.0783512224369962,1.793655731092464,3.3465574647635363,"[1.0077830094404854, 1.393062991639754]",-2.369467261683513e-08,0.002710302350129634,0.1494443577683281,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
rule_C,1.172577887643979,1.2085834143286944,1.209004899929368,17,54,1.147523712452226,1.7642814006481533,2.077141002443204,"[1.0674455745461529, 1.3222145029445302]",-1.9330915549881936e-08,0.002526369548498777,0.12916788415196057,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
rule_D_paired,1.1705060598594452,1.2060793338865314,1.242276443742935,21,54,1.1297045243289692,1.8840873037125956,3.3465574647635363,"[0.9893977142289881, 1.4272899428719583]",-4.05544858259684e-08,0.003936005447365571,0.19434255368865458,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
oracle_nested_chooser,0.8236924269114025,0.7869087629425018,0.8946737039190847,37,54,0.8592612100133198,1.2126497739368707,2.077141002443204,"[0.7280696741271535, 0.9481233413244324]",-1.0240723684873863e-07,0.0038956257311786703,0.4324329312161519,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
oracle_benefit_gate,0.9553678532829581,0.9460560928276923,1.009913080849143,29,54,0.9685431022603207,1.427239341519434,2.077141002443204,"[0.8338206285121865, 1.124200724763733]",-6.261048005786364e-08,0.0025832238203484267,0.26197130468370927,0,No added propagation; reductions are sub-million-scale. Official FlopScope not available in this sandbox.,"['calibration', 'development', 'validation']",all
